Kana,Kanji,English
はく,はく,to put on below waist

Kana,Kanji,English
あたまがいい,頭がいい,bright; smart; clever

Kana,Kanji,English
けっこんする,結婚する,to get married

Kana,Kanji,English
やせています,やせています,to be thin

Kana,Kanji,English
きる,着る,to put on above waist

Kana,Kanji,English
かぶる,かぶる,to put on a hat

Kana,Kanji,English
はたらく,働く,to work

Kana,Kanji,English
みじかい,短い,short length

Kana,Kanji,English
せがひくい,背が低い,short stature

Kanji,Kana,English
行く,いく,to go
